wavelength_nm,value
2226.86,635.0
2232.3,617.0
2237.74,632.0
2243.18,622.0
2248.62,618.0
2254.06,630.0
2259.5,629.0
2264.94,612.0
2270.39,650.0
2275.83,640.0
2281.27,589.0
2286.71,580.0
2292.15,613.0
2297.59,648.0
2303.03,620.0
2308.47,592.0
2313.91,565.0
2319.35,612.0
2324.79,592.0
2330.23,550.0
2335.67,547.0
2341.11,555.0
2346.55,522.0
2351.99,623.0
2357.43,596.0
2362.87,504.0
2368.32,627.0
2373.76,545.0
2379.2,504.0
2384.64,662.0
2390.08,632.0
2395.52,568.0
2400.96,554.0
2406.4,536.0
2411.84,496.0
2417.28,673.0
2422.72,530.0
2428.16,456.0
2433.6,655.0
2439.04,559.0
2444.48,378.0
2449.92,803.0
2455.36,685.0
2460.8,332.0
2466.24,476.0
2471.69,432.0
2477.13,333.0
2482.57,705.0
2488.01,2782.0
2493.45,36.0
2498.89,1203.0
