wavelength_nm,value
2036.44,59.0
2041.88,66.0
2047.32,36.0
2052.76,87.0
2058.2,69.0
2063.65,60.0
2069.09,65.0
2074.53,80.0
2079.97,60.0
2085.41,42.0
2090.85,63.0
2096.29,66.0
2101.73,57.0
2107.17,75.0
2112.61,80.0
2118.05,66.0
2123.49,54.0
2128.93,63.0
2134.37,51.0
2139.81,75.0
2145.25,54.0
2150.69,81.0
2156.13,68.0
2161.57,66.0
2167.02,77.0
2172.46,81.0
2177.9,48.0
2183.34,47.0
2188.78,57.0
2194.22,96.0
2199.66,56.0
2205.1,69.0
2210.54,66.0
2215.98,82.0
2221.42,109.0
2226.86,84.0
2232.3,79.0
2237.74,90.0
2243.18,78.0
2248.62,70.0
2254.06,89.0
2259.5,104.0
2264.94,63.0
2270.39,84.0
2275.83,74.0
2281.27,93.0
2286.71,75.0
2292.15,82.0
2297.59,67.0
2303.03,79.0
2308.47,97.0
2313.91,83.0
2319.35,72.0
2324.79,74.0
2330.23,81.0
2335.67,108.0
2341.11,119.0
2346.55,94.0
2351.99,81.0
2357.43,116.0
2362.87,105.0
2368.32,145.0
2373.76,61.0
2379.2,116.0
2384.64,162.0
2390.08,180.0
2395.52,177.0
2400.96,126.0
2406.4,165.0
2411.84,205.0
2417.28,210.0
2422.72,190.0
2428.16,182.0
2433.6,248.0
2439.04,107.0
2444.48,317.0
2449.92,752.0
2455.36,251.0
2460.8,283.0
2466.24,370.0
2471.69,589.0
2477.13,985.0
2482.57,1902.0
2488.01,6598.0
2493.45,5498.0
2498.89,1947.0
